price,area,road_width,width,floors,parking_slots,bedrooms,type_Nhà trong ngõ,district_Quận Bắc Từ Liêm,district_Quận Cầu Giấy,district_Quận Hai Bà Trưng,district_Quận Hoàn Kiếm,district_Quận Hoàng Mai,district_Quận Hà Đông,district_Quận Long Biên,district_Quận Nam Từ Liêm,district_Quận Thanh Xuân,district_Quận Tây Hồ,district_Quận Đống Đa
5.79,56.0,4.0,4.0,4.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
27.0,90.0,5.0,5.0,9.0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
7.9,40.0,6.0,8.0,3.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
5.75,45.0,4.0,3.2,4.0,1,4,1,0,0,0,0,0,1,0,0,0,0,0
3.95,40.0,3.0,3.5,4.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
7.85,48.0,3.0,4.0,6.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
12.49,50.0,8.0,5.0,6.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
5.3,59.0,15.0,3.3,3.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
9.8,83.0,2.0,6.0,3.0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
27.6,75.0,20.0,8.0,5.0,2,8,0,0,0,0,0,0,0,0,0,0,0,1
10.8,60.0,5.0,4.09999990463257,4.0,2,3,0,0,0,0,0,1,0,0,0,0,0,0
22.0,100.0,6.5,6.5,3.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2.6,40.0,5.0,3.6,3.0,0,3,1,0,0,0,0,0,0,1,0,0,0,0
6.9,52.0,10.0,5.2,6.0,1,3,0,0,0,0,0,0,0,1,0,0,0,0
6.9,55.0,5.0,6.0,7.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
3.0,35.0,5.0,4.0,4.0,0,3,1,0,0,0,0,0,0,1,0,0,0,0
6.0,60.0,2.0,4.4,5.0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
9.8,45.0,5.0,3.8,5.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
5.0,50.0,3.0,3.5,6.0,1,11,1,0,0,0,0,0,0,0,0,1,0,0
8.5,70.0,4.0,3.8,6.0,1,11,1,0,0,0,0,0,0,0,0,1,0,0
5.8,55.0,3.0,4.0,6.0,1,10,0,0,0,0,0,0,0,0,0,1,0,0
4.7,46.0,3.0,3.5,6.0,1,11,1,0,0,0,0,0,0,0,0,1,0,0
5.0,45.0,2.0,4.0,6.0,0,10,1,0,0,0,0,0,0,0,0,1,0,0
13.0,45.0,35.0,4.4,4.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
53.0,195.0,20.0,7.4,3.0,2,6,0,0,0,0,0,0,0,0,0,1,0,0
5.65,44.0,3.0,5.4,6.0,0,9,1,0,0,0,0,0,0,0,0,1,0,0
85.0,180.0,12.0,11.0,9.0,4,7,0,0,1,0,0,0,0,0,0,0,0,0
11.0,54.0,12.0,4.0,6.0,4,6,0,0,0,0,0,0,1,0,0,0,0,0
10.0,52.0,6.0,5.0,5.0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
6.3,38.0,5.0,3.0,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
14.95,70.0,12.0,4.5,7.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
11.85,52.0,12.0,4.3,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
25.9,150.0,12.0,6.2,6.0,2,11,0,0,0,0,0,0,0,0,0,0,1,0
8.55,42.0,12.0,3.6,6.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
22.4,103.0,12.0,10.0,3.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
15.2,72.0,12.0,7.0,7.0,2,9,1,0,0,0,0,0,0,0,0,0,1,0
7.85,48.0,12.0,3.2,5.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
14.5,101.0,12.0,6.0,6.0,2,5,0,0,0,0,0,0,0,0,0,0,1,0
17.2,6.0,12.0,5.5,5.0,1,6,1,0,0,0,0,0,0,0,0,0,0,1
17.9,59.0,16.0,4.4,2.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
11.75,69.0,16.0,3.4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
11.9,80.0,8.0,4.0,5.0,1,8,1,0,0,0,0,0,0,0,0,0,0,0
13.95,50.0,8.0,4.5,5.0,1,6,1,0,0,0,0,0,0,0,0,0,0,1
17.8,72.0,6.0,9.0,6.0,1,6,1,0,0,0,0,0,0,0,0,0,1,0
74.8,198.0,16.0,12.0,9.0,2,9,0,0,0,0,0,0,0,0,0,0,1,0
23.9,98.0,8.0,6.5,4.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
23.75,91.0,8.0,9.0,6.0,1,11,1,0,0,0,0,0,0,0,0,0,0,0
5.2,40.0,4.0,6.6,3.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
6.45,40.0,8.0,4.0,4.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
46.0,83.0,50.0,4.5,7.0,2,10,0,0,0,0,0,0,0,0,0,0,1,0
4.7,58.0,3.0,4.0,4.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0
16.5,119.0,20.0,6.0,5.0,4,5,0,0,0,0,0,0,1,0,0,0,0,0
4.95,35.0,4.0,3.0,5.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
17.2,30.0,50.0,5.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
12.6,60.0,9.0,4.5,4.0,2,6,1,0,0,0,0,0,0,0,0,0,0,0
22.5,50.0,22.0,5.0,6.0,2,6,1,0,0,0,0,0,0,0,0,0,1,0
11.5,50.0,15.0,6.0,6.0,1,6,1,0,1,0,0,0,0,0,0,0,0,0
15.0,80.0,8.0,7.0,4.0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
98.5,190.0,15.0,11.0,9.0,4,8,0,0,1,0,0,0,0,0,0,0,0,0
6.8,45.0,3.0,4.7,5.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
13.7,140.0,30.0,5.5,3.5,2,3,0,0,0,0,0,0,1,0,0,0,0,0
17.9,81.0,16.0,5.6,2.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0
9.75,42.0,12.0,3.8,5.0,1,5,1,0,0,0,0,0,0,0,0,0,1,0
9.95,36.0,10.0,3.6,4.0,2,4,1,0,0,0,0,0,0,0,0,0,1,0
13.1,80.0,8.0,4.2,4.0,1,4,1,0,0,0,0,0,0,0,0,0,0,1
16.7,144.0,8.0,7.5,4.0,1,6,1,0,0,0,0,0,0,0,0,0,0,1
13.55,35.0,16.0,5.2,4.0,1,4,0,0,0,0,0,0,0,0,0,0,0,1
9.45,57.0,8.0,4.5,4.0,1,4,1,0,0,0,0,0,0,0,0,0,1,0
13.9,59.0,12.0,4.0,4.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
75.0,360.0,40.0,9.0,1.0,3,10,0,0,0,0,0,0,1,0,0,0,0,0
7.6,40.0,10.0,4.0,4.0,4,4,0,0,0,0,0,0,1,0,0,0,0,0
49.68,200.0,30.0,6.0,5.0,4,6,0,0,0,1,0,0,0,0,0,0,0,0
1.96,119.0,20.0,6.0,5.0,4,5,0,0,0,0,0,0,1,0,0,0,0,0
9.8,65.0,12.0,5.0,4.0,1,4,0,0,0,0,0,0,0,0,1,0,0,0
10.8,52.0,15.0,8.8,2.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
31.5,225.0,12.0,7.0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
4.2,38.0,2.0,5.5,5.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0
4.2,40.0,3.0,4.5,4.0,0,3,1,0,0,0,0,0,0,0,1,0,0,0
55.0,333.0,30.0,10.0,5.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
68.0,68.0,5.0,4.0,4.0,1,4,0,0,0,0,0,0,0,1,0,0,0,0
2.35,30.0,3.0,2.8,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3.85,30.0,3.0,3.5,5.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
2.35,20.0,3.0,4.3,4.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
3.65,30.0,3.0,3.6,5.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2.75,25.0,3.0,2.8,3.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
4.2,34.0,3.0,3.4,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
3.7,27.0,3.0,3.0,5.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
3.0,18.0,3.0,3.0,5.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
2.57,24.0,3.0,2.9,5.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2.66,26.0,3.0,3.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
3.05,25.0,3.0,3.8,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3.65,25.0,4.0,4.3,5.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
18.8,96.0,12.0,6.0,5.0,2,7,0,0,0,0,0,0,0,0,0,0,1,0
30.9,132.0,8.0,16.0,9.0,2,9,0,0,0,0,0,0,0,0,0,0,1,0
20.9,53.0,12.0,4.0,5.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
16.9,125.0,8.0,7.6,3.0,3,5,1,0,0,0,0,0,0,0,0,0,1,0
31.3,145.0,12.0,9.2,2.0,4,3,1,0,0,0,0,0,0,0,0,0,1,0
6.5,64.0,3.0,3.0,4.0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
8.95,50.0,12.0,7.0,5.0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
4.35,42.0,4.0,3.0,4.0,1,4,1,0,0,0,0,0,0,0,0,0,0,1
7.3,34.0,12.0,3.6,6.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
11.45,60.0,12.0,6.6,6.0,2,6,0,0,0,0,0,0,0,0,0,0,0,1
28.9,168.0,12.0,10.9,1.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0
18.1,80.0,16.0,5.0,4.0,2,4,0,0,0,0,0,0,0,0,0,0,1,0
18.7,76.0,16.0,5.2,3.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
12.9,60.0,12.0,10.0,3.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
9.9,68.0,8.0,7.0,5.0,2,6,1,0,0,0,0,0,0,0,0,0,0,0
9.2,35.0,12.0,3.2,5.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
4.65,45.0,3.0,4.0,4.0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
5.5,38.0,3.0,3.8,5.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
11.0,43.0,30.0,5.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
16.5,33.0,50.0,4.4,3.0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
25.0,50.0,50.0,4.0,4.0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
36.8,68.0,50.0,4.3,5.0,4,3,0,0,0,0,0,0,0,0,0,0,0,1
34.0,105.0,20.0,5.5,8.0,4,11,0,0,0,0,0,0,0,0,0,1,0,0
16.9,63.0,5.0,4.8,5.0,4,6,1,0,1,0,0,0,0,0,0,0,0,0
67.89,150.0,50.0,9.0,8.0,4,8,0,0,0,0,0,0,0,0,0,0,0,1
29.89,68.0,50.0,8.0,5.0,4,6,0,0,0,0,0,0,0,0,0,0,0,1
3.7,40.0,3.5,6.0,3.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
2.9,42.0,2.0,3.9,3.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
4.5,40.0,3.0,4.0,5.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
3.5,35.0,12.0,4.0,5.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0
22.5,68.0,30.0,4.5,4.0,4,3,0,0,0,0,0,0,0,0,0,1,0,0
11.9,52.0,9.0,4.3,4.0,4,5,1,0,0,0,0,0,0,0,0,0,0,1
9.6,50.0,10.0,4.0,4.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1
19.0,70.0,15.0,4.2,5.0,4,5,0,0,0,0,0,0,0,0,0,0,0,1
10.8,65.0,9.0,4.2,4.0,4,4,1,0,0,0,0,0,0,0,0,1,0,0
3.8,35.0,4.0,4.5,5.0,0,4,1,0,0,0,0,0,0,0,1,0,0,0
4.5,34.0,3.0,4.0,5.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2.25,25.0,4.0,4.0,4.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
0.1,41.0,3.0,3.4,3.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
5.6,48.0,3.0,3.4,5.0,1,4,1,0,1,0,0,0,0,0,0,0,0,0
1.35,15.0,3.0,3.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4.8,36.0,3.0,4.0,5.0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
5.6,37.0,5.0,3.5,3.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2.3,23.0,3.0,3.0,4.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
52.0,44.0,4.0,7.0,3.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
4.03,25.0,3.0,3.5,5.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
5.6,45.0,4.0,4.0,5.0,1,4,1,0,0,0,0,0,0,0,0,1,0,0
5.0,43.0,5.0,4.0,5.0,1,4,1,0,0,0,0,0,0,0,0,1,0,0
3.2,32.0,3.0,3.2,3.0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
6.0,50.0,3.0,5.0,5.0,1,10,0,0,0,0,0,0,0,0,0,0,0,1
26.5,130.0,10.0,9.0,5.0,3,6,1,0,0,0,0,0,0,0,0,0,1,0
9.8,40.0,6.0,4.0,5.0,0,7,1,0,0,0,0,0,1,0,0,0,0,0
3.2,33.0,3.0,4.0,5.0,1,3,1,0,0,0,0,0,0,0,0,1,0,0
3.1,31.0,3.0,3.5,5.0,1,3,1,0,0,0,0,0,0,0,0,1,0,0
3.0,31.0,3.0,3.8,4.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
23.0,50.0,6.0,4.8,5.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
9.7,52.0,3.0,4.0,6.0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
0.28,50.0,3.0,3.7,4.0,0,4,1,0,0,0,0,0,0,0,1,0,0,0
4.5,35.0,3.0,3.2,4.0,0,4,1,0,1,0,0,0,0,0,0,0,0,0
5.8,58.0,3.0,3.6,3.0,0,4,1,0,0,0,0,0,0,0,1,0,0,0
12.4,53.0,3.5,6.0,7.0,0,6,1,0,0,0,0,0,0,0,0,1,0,0
13.5,45.0,15.0,3.6,5.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
16.5,84.0,5.0,4.0,5.0,0,6,1,0,1,0,0,0,0,0,0,0,0,0
9.2,71.0,4.0,4.0,5.0,1,3,1,0,0,0,0,0,0,0,0,0,0,1
2.2,21.0,3.0,3.0,4.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
4.0,30.0,3.0,3.4,5.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
5.95,62.0,3.0,4.0,4.0,0,4,1,0,1,0,0,0,0,0,0,0,0,0
8.6,40.0,4.0,5.5,5.0,1,5,1,0,1,0,0,0,0,0,0,0,0,0
13.5,80.0,4.5,7.5,5.0,2,9,1,0,1,0,0,0,0,0,0,0,0,0
5.35,39.0,2.5,3.6,5.0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
4.45,30.0,2.0,3.5,5.0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
5.25,32.0,2.0,3.8,5.0,0,4,1,0,1,0,0,0,0,0,0,0,0,0
7.2,67.0,2.5,6.0,5.0,0,9,1,0,1,0,0,0,0,0,0,0,0,0
8.2,50.0,8.0,4.0,5.0,0,5,1,0,1,0,0,0,0,0,0,0,0,0
6.65,35.0,3.5,3.5,6.0,1,4,1,0,0,0,0,0,0,0,0,1,0,0
13.99,80.0,7.0,5.0,5.0,4,4,1,0,0,1,0,0,0,0,0,0,0,0
9.1,58.0,3.0,4.0,5.0,0,11,1,0,0,0,0,1,0,0,0,0,0,0
8.4,50.0,4.0,5.5,4.0,4,4,1,0,0,0,0,1,0,0,0,0,0,0
4.6,35.0,4.0,5.2,5.0,4,3,1,0,0,0,0,1,0,0,0,0,0,0
6.8,70.0,3.0,4.0,4.0,4,3,1,0,0,0,0,1,0,0,0,0,0,0
7.5,73.0,4.0,4.0,5.0,4,4,1,0,0,0,0,1,0,0,0,0,0,0
6.6,52.0,10.0,4.5,6.0,1,8,0,0,0,0,0,0,1,0,0,0,0,0
8.5,45.0,20.0,4.5,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
3.5,51.0,5.0,5.0,5.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
10.0,66.0,5.0,5.0,7.0,4,6,1,0,0,0,0,1,0,0,0,0,0,0
5.5,50.0,2.0,5.0,5.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
7.5,40.0,15.0,4.5,5.0,4,5,0,0,0,0,0,0,1,0,0,0,0,0
3.55,30.0,3.0,3.7,5.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
3.38,48.0,3.0,3.4,3.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
2.9,31.0,3.0,4.0,4.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0
2.9,30.0,2.0,3.6,3.0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
2.75,32.0,3.0,5.0,5.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
2.95,32.0,3.0,7.0,5.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
4.65,42.0,3.0,3.5,4.0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
5.75,41.0,6.0,4.0,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
6.5,48.0,3.0,3.8,4.0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
12.6,55.0,6.0,4.5,5.0,0,4,1,0,1,0,0,0,0,0,0,0,0,0
6.0,42.0,2.5,3.6,5.0,0,4,1,0,1,0,0,0,0,0,0,0,0,0
17.0,78.0,20.0,7.0,5.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3.9,30.0,2.0,3.5,5.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0
3.9,30.0,2.0,3.5,5.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0
3.9,30.0,2.0,3.5,5.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0
20.8,50.0,20.0,4.0,5.0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
21.3,90.0,15.0,4.1,3.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
23.0,48.0,20.0,5.0,5.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
11.5,64.0,5.0,5.0,5.0,3,9,0,0,0,0,0,0,0,0,1,0,0,0
3.0,33.0,3.9,4.0,5.0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
6.89,50.0,4.0,5.0,5.0,0,9,1,0,0,0,0,0,0,0,0,1,0,0
3.65,29.0,3.0,4.5,5.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
2.75,28.0,3.0,3.6,4.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
3.5,39.0,3.0,3.0,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
2.4,34.0,3.0,3.6,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
6.6,37.0,10.0,4.0,5.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
4.7,44.0,3.0,4.2,4.0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
6.5,58.0,5.0,7.0,4.0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
5.5,40.0,6.0,3.0,5.0,1,5,1,0,0,0,0,1,0,0,0,0,0,0
10.5,60.0,5.0,5.2,6.0,0,7,1,0,0,0,0,0,0,0,0,1,0,0
22.5,65.0,20.0,5.0,4.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3.9,32.0,3.0,4.2,5.0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
15.8,73.0,5.0,5.0,2.0,4,4,1,0,0,0,0,1,0,0,0,0,0,0
8.95,43.0,12.0,4.0,4.0,1,4,0,0,0,0,0,0,0,0,1,0,0,0
4.5,45.0,5.0,5.0,5.0,1,4,1,0,0,0,0,0,0,0,0,1,0,0
2.5,20.0,3.0,4.6,3.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
4.3,36.0,3.0,4.3,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
8.8,43.0,3.0,4.7,6.0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
13.99,63.0,10.0,4.5,5.0,1,5,0,0,0,1,0,0,0,0,0,0,0,0
24.79,72.0,30.0,4.5,8.0,2,7,0,0,0,0,0,0,0,0,0,0,0,1
7.49,35.0,6.0,3.8,4.0,1,4,1,0,0,0,0,0,0,0,0,0,0,1
26.99,60.0,50.0,4.2,6.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
12.59,68.0,10.0,4.5,5.0,1,5,0,0,0,0,0,0,0,0,0,0,0,1
4.45,40.0,5.0,4.0,5.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
20.79,62.0,10.0,4.5,7.0,1,7,0,0,0,0,0,0,0,0,0,0,0,1
2.0,31.0,3.0,3.5,5.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
21.0,85.0,8.0,5.0,6.0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
21.0,55.0,8.0,4.0,6.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
18.5,75.0,30.0,4.0,5.0,4,6,0,0,0,1,0,0,0,0,0,0,0,0
10.5,45.0,5.0,3.6,5.0,1,6,1,1,0,0,0,0,0,0,0,0,0,0
5.1,40.0,2.0,4.5,5.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
22.2,53.0,15.0,4.0,6.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
52.8,156.0,30.0,6.2,9.0,2,9,0,0,0,0,0,0,0,0,0,1,0,0
4.24,33.0,3.0,4.0,5.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
5.75,33.0,5.0,3.1,3.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3.5,26.0,3.0,3.5,4.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
3.8,40.0,3.0,3.6,4.0,1,4,1,0,0,0,0,0,0,1,0,0,0,0
4.05,30.0,3.0,4.0,6.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
21.8,90.0,15.0,5.0,3.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
5.75,49.0,5.0,4.0,5.0,4,3,1,0,0,0,0,0,0,0,0,1,0,0
33.0,60.0,15.0,5.0,5.0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
5.6,48.0,3.0,4.0,5.0,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1.35,14.0,3.0,3.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5.5,48.0,3.0,4.0,5.0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2.5,23.0,2.0,3.0,4.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
4.98,42.0,5.0,3.9,5.0,2,4,1,0,0,0,0,1,0,0,0,0,0,0
4.8,44.0,3.0,3.9,4.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
12.0,40.0,15.0,6.6,4.0,1,4,1,0,1,0,0,0,0,0,0,0,0,0
7.2,31.0,20.0,3.7,6.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
9.0,30.0,20.0,3.8,6.0,1,3,1,0,0,0,0,0,0,0,0,0,0,1
39.4,94.0,40.0,4.2,5.0,1,5,0,0,0,0,0,0,0,0,0,0,0,1
30.6,93.8,40.0,4.0,21.0,2,6,0,0,1,0,0,0,0,0,0,0,0,0
10.7,70.0,6.0,4.0,5.0,1,9,1,0,0,0,0,0,0,0,0,0,0,1
0.15,41.0,2.5,3.6,4.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
3.6,34.0,3.0,3.4,4.0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
2.4,25.0,3.0,5.0,4.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
5.8,35.0,8.0,3.4,4.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2.35,26.0,2.0,3.8,4.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
3.7,37.0,2.0,4.0,4.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
3.7,43.0,3.0,6.0,3.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
4.25,40.0,5.0,3.6,5.0,1,3,1,0,0,0,0,1,0,0,0,0,0,0
4.9,51.0,3.0,4.0,4.0,0,6,1,0,0,0,0,1,0,0,0,0,0,0
2.5,40.0,2.5,3.0,4.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
2.7,32.0,2.5,5.0,5.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
2.3,30.0,2.0,4.0,5.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
4.8,37.0,3.0,3.2,4.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
3.38,48.0,2.5,3.4,3.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
6.7,57.0,3.0,4.0,4.0,0,11,1,0,0,0,0,0,0,0,0,0,0,1
3.8,48.0,3.0,4.5,3.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
41.0,93.0,20.0,10.5,4.0,1,5,1,0,0,0,0,0,0,0,0,0,0,1
15.0,46.0,8.0,4.1,6.0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
9.55,83.0,6.0,4.5,5.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
9.0,54.0,30.0,4.0,5.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
3.6,35.0,2.0,4.0,4.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0
6.2,44.0,4.8,3.9,5.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0
8.99,54.0,8.0,3.5,5.0,1,4,0,1,0,0,0,0,0,0,0,0,0,0
5.8,44.0,3.0,3.6,4.0,4,4,1,0,1,0,0,0,0,0,0,0,0,0
8.5,53.0,4.0,4.0,5.0,0,6,1,0,1,0,0,0,0,0,0,0,0,0
9.59,53.0,4.0,4.0,5.0,1,6,1,0,1,0,0,0,0,0,0,0,0,0
8.5,70.0,3.0,4.5,3.0,1,3,1,0,1,0,0,0,0,0,0,0,0,0
6.2,55.0,3.0,4.0,5.0,0,7,1,0,0,0,0,0,0,0,1,0,0,0
6.3,70.0,2.5,4.4,4.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
28.8,104.0,30.0,4.6,4.0,2,5,0,0,0,0,0,0,0,0,0,0,0,1
6.5,45.0,3.0,4.0,6.0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
3.85,35.0,3.0,4.0,5.0,1,4,1,0,0,0,0,0,0,0,0,0,0,1
3.85,34.0,2.0,4.0,6.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
3.92,30.0,5.0,4.0,5.0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
3.0,30.0,2.5,3.9,4.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
